#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
  77100      5.60e-02    7.86e-02      2.23e-04    2.39e-04      4.64e-02    6.51e-02    4.6e-07
  77200      2.71e-02    2.89e-02      1.12e-03    1.27e-03      2.12e-02    2.24e-02    4.6e-07
  77300      8.75e-02    4.74e-02      1.86e-03    2.87e-04      7.15e-02    3.92e-02    4.6e-07
  77400      2.86e-02    1.04e-01      9.51e-04    9.73e-04      2.29e-02    8.61e-02    4.6e-07
  77500      7.05e-02    2.98e-02      6.93e-04    2.38e-04      5.82e-02    2.47e-02    4.6e-07
  77600      6.52e-02    1.34e-01      8.31e-04    9.89e-04      5.38e-02    1.11e-01    4.6e-07
  77700      1.12e-02    7.20e-02      9.84e-05    3.20e-04      9.24e-03    5.96e-02    4.6e-07
  77800      1.56e-02    3.73e-02      6.34e-05    2.83e-04      1.29e-02    3.09e-02    4.6e-07
  77900      1.25e-01    4.00e-02      6.03e-04    1.04e-03      1.03e-01    3.24e-02    4.6e-07
  78000      4.40e-02    4.78e-02      8.59e-04    7.67e-05      3.60e-02    3.97e-02    4.6e-07
  78100      6.87e-02    6.70e-02      1.22e-03    1.24e-03      5.64e-02    5.49e-02    4.6e-07
  78200      1.47e-01    1.33e-01      8.88e-04    1.82e-03      1.22e-01    1.10e-01    4.6e-07
  78300      6.15e-02    1.14e-01      2.31e-04    1.33e-03      5.09e-02    9.38e-02    4.6e-07
  78400      5.04e-02    1.09e-01      2.96e-04    2.35e-03      4.18e-02    8.88e-02    4.6e-07
  78500      1.99e-02    3.32e-02      6.84e-04    8.93e-04      1.59e-02    2.69e-02    4.6e-07
  78600      1.15e-01    4.13e-02      1.81e-03    1.26e-03      9.47e-02    3.32e-02    4.6e-07
  78700      9.34e-02    1.43e-01      1.78e-03    1.67e-04      7.65e-02    1.19e-01    4.6e-07
  78800      9.57e-02    4.63e-02      2.52e-03    4.60e-04      7.76e-02    3.83e-02    4.6e-07
  78900      3.32e-02    1.25e-01      6.75e-04    6.59e-04      2.72e-02    1.03e-01    4.6e-07
  79000      1.31e-01    5.15e-02      3.01e-03    1.80e-03      1.07e-01    4.10e-02    4.6e-07
  79100      5.07e-02    2.96e-02      2.98e-04    6.36e-05      4.20e-02    2.45e-02    4.6e-07
  79200      3.36e-02    1.36e-01      2.28e-04    1.05e-03      2.78e-02    1.13e-01    4.6e-07
  79300      4.30e-02    6.49e-02      2.50e-04    4.05e-04      3.56e-02    5.38e-02    4.6e-07
  79400      1.05e-01    5.56e-02      1.30e-03    1.88e-05      8.62e-02    4.61e-02    4.6e-07
  79500      6.19e-02    1.58e-02      7.56e-04    7.69e-04      5.11e-02    1.20e-02    4.6e-07
  79600      8.35e-02    4.60e-02      7.73e-05    3.34e-04      6.92e-02    3.81e-02    4.6e-07
  79700      7.15e-02    4.74e-02      1.46e-03    6.61e-04      5.84e-02    3.91e-02    4.6e-07
  79800      6.25e-02    8.32e-02      2.47e-04    1.24e-03      5.18e-02    6.85e-02    4.6e-07
  79900      5.12e-02    3.02e-02      5.30e-04    3.27e-04      4.23e-02    2.49e-02    4.6e-07
  80000      1.14e-01    1.22e-01      1.75e-03    1.47e-03      1.00e-01    1.08e-01    2.7e-07
  80100      2.96e-02    1.28e-02      3.06e-04    2.49e-04      2.61e-02    1.12e-02    2.7e-07
  80200      2.10e-02    5.97e-02      7.57e-05    3.76e-05      1.86e-02    5.29e-02    2.7e-07
  80300      8.77e-02    7.54e-02      1.48e-03    6.69e-04      7.71e-02    6.67e-02    2.7e-07
  80400      2.34e-02    2.84e-02      2.94e-04    2.06e-04      2.06e-02    2.51e-02    2.7e-07
  80500      1.18e-01    4.33e-02      8.54e-04    3.53e-04      1.05e-01    3.83e-02    2.7e-07
  80600      3.35e-02    8.41e-02      4.25e-04    5.59e-04      2.95e-02    7.44e-02    2.7e-07
  80700      1.09e-01    6.59e-02      1.31e-04    8.76e-04      9.68e-02    5.81e-02    2.7e-07
  80800      4.24e-02    1.17e-01      8.01e-04    1.25e-04      3.72e-02    1.04e-01    2.7e-07
  80900      8.73e-02    4.84e-02      5.74e-04    4.39e-04      7.73e-02    4.28e-02    2.7e-07
  81000      4.07e-02    9.59e-02      7.25e-04    4.07e-04      3.57e-02    8.50e-02    2.7e-07
  81100      9.45e-02    3.57e-02      4.71e-04    9.24e-04      8.37e-02    3.09e-02    2.7e-07
  81200      6.38e-02    8.78e-02      3.05e-04    1.24e-04      5.65e-02    7.78e-02    2.7e-07
  81300      1.53e-01    8.54e-02      6.61e-04    1.77e-03      1.35e-01    7.46e-02    2.7e-07
  81400      1.04e-01    4.52e-02      2.78e-03    8.73e-04      9.03e-02    3.96e-02    2.7e-07
  81500      1.42e-01    3.10e-02      1.79e-03    7.38e-05      1.25e-01    2.74e-02    2.7e-07
  81600      2.24e-02    1.55e-02      4.82e-04    3.74e-04      1.95e-02    1.35e-02    2.7e-07
  81700      4.14e-02    2.35e-02      4.47e-04    3.48e-04      3.65e-02    2.07e-02    2.7e-07
  81800      3.80e-02    3.41e-02      4.05e-04    5.04e-04      3.35e-02    3.00e-02    2.7e-07
  81900      2.90e-02    9.09e-02      7.05e-04    1.93e-03      2.52e-02    7.94e-02    2.7e-07
  82000      6.25e-02    1.14e-01      4.47e-04    1.16e-03      5.54e-02    1.01e-01    2.7e-07
  82100      2.72e-02    6.29e-02      5.24e-04    1.83e-06      2.38e-02    5.57e-02    2.7e-07
  82200      5.50e-02    2.66e-02      1.14e-05    9.30e-04      4.87e-02    2.26e-02    2.7e-07
  82300      1.03e-01    7.21e-02      2.43e-04    5.47e-05      9.11e-02    6.39e-02    2.7e-07
  82400      7.76e-02    5.68e-02      8.00e-04    3.41e-04      6.86e-02    5.03e-02    2.7e-07
  82500      1.08e-01    2.52e-02      1.89e-04    1.91e-04      9.59e-02    2.23e-02    2.7e-07
  82600      8.63e-02    1.88e-02      5.52e-05    3.32e-04      7.65e-02    1.65e-02    2.7e-07
  82700      3.40e-02    4.28e-02      9.08e-05    2.43e-04      3.01e-02    3.79e-02    2.7e-07
  82800      3.94e-02    6.55e-02      4.77e-04    4.74e-04      3.48e-02    5.79e-02    2.7e-07
  82900      8.76e-02    8.41e-02      1.53e-03    1.58e-03      7.69e-02    7.37e-02    2.7e-07
  83000      8.42e-03    2.88e-02      5.18e-06    5.39e-04      7.47e-03    2.53e-02    2.7e-07
  83100      3.63e-02    9.11e-02      9.15e-04    6.59e-04      3.15e-02    8.06e-02    2.7e-07
  83200      2.87e-02    9.28e-02      9.00e-04    2.35e-03      2.47e-02    8.06e-02    2.7e-07
  83300      3.14e-02    6.81e-02      9.20e-04    5.00e-04      2.70e-02    6.03e-02    2.7e-07
  83400      8.29e-02    6.60e-02      7.57e-04    1.02e-03      7.33e-02    5.80e-02    2.7e-07
  83500      4.00e-02    4.14e-02      1.30e-03    6.38e-04      3.42e-02    3.64e-02    2.7e-07
  83600      8.13e-02    9.39e-02      4.94e-04    9.04e-04      7.20e-02    8.30e-02    2.7e-07
  83700      3.15e-02    8.95e-02      8.90e-04    1.46e-03      2.72e-02    7.86e-02    2.7e-07
  83800      9.88e-02    7.65e-02      2.91e-04    7.83e-04      8.76e-02    6.76e-02    2.7e-07
  83900      6.01e-02    5.88e-02      2.53e-04    5.77e-04      5.32e-02    5.20e-02    2.7e-07
  84000      9.43e-02    2.32e-02      3.47e-04    1.02e-04      8.36e-02    2.05e-02    2.7e-07
  84100      6.33e-02    3.51e-02      9.44e-04    8.16e-05      5.57e-02    3.11e-02    2.7e-07
  84200      6.25e-02    7.98e-02      1.11e-03    2.82e-04      5.48e-02    7.07e-02    2.7e-07
  84300      9.13e-02    3.85e-02      1.15e-03    5.55e-04      8.05e-02    3.39e-02    2.7e-07
  84400      8.28e-02    6.12e-02      1.55e-04    5.21e-04      7.34e-02    5.41e-02    2.7e-07
  84500      3.87e-02    3.05e-02      2.29e-04    2.63e-05      3.42e-02    2.71e-02    2.7e-07
  84600      7.36e-02    1.21e-01      1.22e-03    6.53e-04      6.47e-02    1.08e-01    2.7e-07
  84700      7.95e-02    1.07e-01      7.22e-04    2.39e-03      7.02e-02    9.36e-02    2.7e-07
  84800      1.25e-01    4.31e-02      3.87e-04    1.21e-04      1.11e-01    3.82e-02    2.7e-07
  84900      1.90e-02    2.51e-02      1.28e-04    1.11e-04      1.68e-02    2.22e-02    2.7e-07
  85000      4.54e-02    2.52e-02      1.04e-03    5.56e-05      4.14e-02    2.34e-02    1.6e-07
  85100      1.30e-02    2.54e-02      2.19e-04    1.29e-04      1.19e-02    2.35e-02    1.6e-07
  85200      2.86e-02    7.98e-02      1.87e-04    6.88e-05      2.65e-02    7.39e-02    1.6e-07
  85300      4.77e-02    1.32e-01      1.72e-04    2.01e-03      4.42e-02    1.21e-01    1.6e-07
  85400      7.42e-02    1.26e-01      2.02e-03    2.36e-03      6.71e-02    1.16e-01    1.6e-07
  85500      4.90e-02    9.57e-03      8.12e-04    2.28e-04      4.50e-02    8.71e-03    1.6e-07
  85600      4.97e-02    1.12e-01      1.97e-03    6.03e-04      4.37e-02    1.04e-01    1.6e-07
  85700      8.39e-02    9.75e-02      4.56e-04    1.33e-03      7.77e-02    8.98e-02    1.6e-07
  85800      5.62e-02    3.62e-02      7.04e-04    5.10e-05      5.19e-02    3.35e-02    1.6e-07
  85900      4.29e-02    1.08e-01      6.48e-04    1.72e-03      3.95e-02    9.91e-02    1.6e-07
  86000      3.05e-02    1.62e-02      1.09e-03    7.52e-04      2.71e-02    1.40e-02    1.6e-07
  86100      1.20e-01    1.09e-01      3.33e-03    1.61e-03      1.08e-01    1.00e-01    1.6e-07
  86200      1.01e-01    3.98e-02      1.70e-03    7.09e-04      9.25e-02    3.65e-02    1.6e-07
  86300      6.80e-02    1.40e-01      5.89e-04    2.45e-03      6.29e-02    1.29e-01    1.6e-07
  86400      2.62e-02    2.43e-02      1.95e-04    1.41e-04      2.43e-02    2.25e-02    1.6e-07
  86500      1.33e-02    9.25e-02      4.13e-04    7.72e-04      1.19e-02    8.56e-02    1.6e-07
  86600      4.17e-02    5.15e-02      6.24e-04    4.46e-04      3.84e-02    4.76e-02    1.6e-07
  86700      9.78e-02    5.55e-02      1.55e-03    1.17e-04      8.99e-02    5.15e-02    1.6e-07
  86800      7.40e-02    7.71e-02      6.30e-04    1.64e-03      6.84e-02    7.04e-02    1.6e-07
  86900      1.15e-01    3.03e-02      4.88e-04    6.89e-04      1.07e-01    2.76e-02    1.6e-07
  87000      8.70e-02    2.75e-02      1.87e-04    2.47e-04      8.07e-02    2.54e-02    1.6e-07
  87100      1.02e-01    2.68e-02      6.93e-04    7.16e-04      9.46e-02    2.42e-02    1.6e-07
  87200      1.55e-02    1.03e-01      2.93e-04    1.05e-03      1.42e-02    9.55e-02    1.6e-07
  87300      1.47e-01    4.01e-02      3.00e-03    8.07e-04      1.35e-01    3.67e-02    1.6e-07
  87400      3.71e-02    7.03e-02      1.39e-05    1.25e-04      3.44e-02    6.52e-02    1.6e-07
  87500      4.28e-02    6.39e-02      1.37e-05    6.81e-04      3.97e-02    5.90e-02    1.6e-07
  87600      4.08e-02    7.96e-02      8.34e-04    1.21e-04      3.73e-02    7.38e-02    1.6e-07
  87700      1.09e-01    2.80e-02      1.62e-03    3.06e-04      1.01e-01    2.58e-02    1.6e-07
  87800      9.01e-02    4.36e-02      1.23e-03    4.68e-04      8.31e-02    4.02e-02    1.6e-07
  87900      3.65e-02    6.04e-02      1.36e-03    1.02e-03      3.23e-02    5.55e-02    1.6e-07
  88000      4.38e-02    3.75e-02      7.74e-05    7.98e-04      4.06e-02    3.43e-02    1.6e-07
  88100      5.49e-02    4.97e-02      3.56e-05    6.10e-04      5.09e-02    4.59e-02    1.6e-07
  88200      1.32e-01    9.38e-02      2.03e-03    6.94e-04      1.21e-01    8.68e-02    1.6e-07
  88300      1.41e-02    4.87e-02      7.11e-04    9.39e-04      1.20e-02    4.46e-02    1.6e-07
  88400      1.66e-02    7.02e-02      6.91e-04    9.63e-04      1.45e-02    6.47e-02    1.6e-07
  88500      2.44e-02    3.54e-02      5.39e-04    1.15e-03      2.23e-02    3.17e-02    1.6e-07
  88600      1.72e-02    4.98e-02      2.53e-04    1.46e-03      1.58e-02    4.48e-02    1.6e-07
  88700      1.16e-01    1.24e-01      1.79e-03    2.68e-03      1.07e-01    1.13e-01    1.6e-07
  88800      2.93e-02    7.64e-02      4.57e-04    5.88e-04      2.70e-02    7.07e-02    1.6e-07
  88900      3.93e-03    3.77e-02      1.94e-04    1.87e-04      3.35e-03    3.49e-02    1.6e-07
  89000      3.45e-02    6.93e-02      2.47e-04    8.36e-04      3.20e-02    6.39e-02    1.6e-07
  89100      3.17e-02    3.97e-02      1.04e-04    1.39e-04      2.94e-02    3.68e-02    1.6e-07
  89200      3.66e-02    1.03e-01      4.00e-04    4.45e-04      3.38e-02    9.53e-02    1.6e-07
  89300      4.62e-02    4.69e-02      1.04e-03    1.00e-03      4.21e-02    4.28e-02    1.6e-07
  89400      7.71e-02    3.00e-02      9.88e-04    1.28e-04      7.11e-02    2.78e-02    1.6e-07
  89500      6.52e-02    2.93e-02      2.77e-04    1.97e-04      6.04e-02    2.71e-02    1.6e-07
  89600      5.47e-02    4.62e-02      1.83e-03    3.38e-04      4.88e-02    4.28e-02    1.6e-07
  89700      3.25e-02    4.10e-02      8.78e-04    2.00e-04      2.94e-02    3.80e-02    1.6e-07
  89800      2.58e-02    2.99e-02      2.78e-04    1.22e-04      2.38e-02    2.77e-02    1.6e-07
  89900      1.72e-01    4.01e-02      2.95e-03    8.40e-04      1.58e-01    3.66e-02    1.6e-07
  90000      5.01e-02    7.30e-02      2.24e-05    1.11e-03      4.78e-02    6.91e-02    9.8e-08
  90100      4.90e-02    7.74e-02      2.67e-04    9.18e-04      4.67e-02    7.36e-02    9.8e-08
  90200      3.48e-02    4.68e-02      7.52e-04    7.39e-04      3.27e-02    4.43e-02    9.8e-08
  90300      1.18e-01    7.82e-02      5.32e-04    1.99e-03      1.13e-01    7.31e-02    9.8e-08
  90400      2.24e-02    2.25e-02      5.14e-04    3.54e-04      2.10e-02    2.13e-02    9.8e-08
  90500      2.09e-02    9.95e-02      1.31e-05    2.76e-03      2.00e-02    9.26e-02    9.8e-08
  90600      6.58e-02    8.58e-02      2.04e-04    1.31e-03      6.28e-02    8.13e-02    9.8e-08
  90700      2.37e-02    3.12e-02      8.05e-05    3.87e-04      2.26e-02    2.96e-02    9.8e-08
  90800      3.83e-02    8.46e-02      4.55e-04    6.13e-04      3.64e-02    8.06e-02    9.8e-08
  90900      2.47e-02    2.97e-02      3.41e-04    7.87e-04      2.34e-02    2.77e-02    9.8e-08
  91000      5.03e-02    6.01e-02      8.69e-04    3.95e-04      4.76e-02    5.73e-02    9.8e-08
  91100      3.05e-02    4.67e-02      4.10e-04    1.71e-04      2.90e-02    4.45e-02    9.8e-08
  91200      4.02e-02    6.10e-02      3.51e-04    1.06e-04      3.83e-02    5.83e-02    9.8e-08
  91300      1.09e-01    9.24e-02      1.80e-03    1.29e-03      1.03e-01    8.77e-02    9.8e-08
  91400      1.18e-02    2.21e-02      3.68e-04    7.02e-04      1.09e-02    2.04e-02    9.8e-08
  91500      5.90e-02    6.89e-02      6.37e-04    2.40e-04      5.61e-02    6.57e-02    9.8e-08
  91600      3.41e-02    2.68e-02      1.98e-04    4.11e-05      3.25e-02    2.56e-02    9.8e-08
  91700      4.45e-02    2.80e-02      9.78e-04    1.01e-04      4.18e-02    2.67e-02    9.8e-08
  91800      2.54e-02    7.04e-02      5.43e-04    1.89e-04      2.39e-02    6.72e-02    9.8e-08
  91900      9.83e-02    4.72e-02      1.95e-04    9.59e-04      9.38e-02    4.45e-02    9.8e-08
  92000      3.95e-02    1.71e-02      2.09e-04    4.59e-04      3.77e-02    1.60e-02    9.8e-08
  92100      6.04e-02    2.24e-02      4.47e-04    3.02e-04      5.75e-02    2.12e-02    9.8e-08
  92200      6.83e-02    2.21e-02      5.49e-05    2.42e-04      6.52e-02    2.10e-02    9.8e-08
  92300      7.70e-02    5.75e-02      3.73e-04    8.97e-07      7.34e-02    5.48e-02    9.8e-08
  92400      8.49e-02    4.37e-02      7.31e-05    1.26e-03      8.11e-02    4.06e-02    9.8e-08
  92500      7.45e-02    2.75e-02      5.16e-04    8.20e-04      7.10e-02    2.55e-02    9.8e-08
  92600      3.36e-02    1.02e-01      4.18e-05    7.48e-04      3.21e-02    9.70e-02    9.8e-08
  92700      7.38e-02    3.63e-02      9.44e-04    6.32e-04      7.01e-02    3.43e-02    9.8e-08
  92800      7.85e-02    3.52e-02      8.72e-04    1.06e-03      7.46e-02    3.26e-02    9.8e-08
  92900      9.08e-02    4.32e-02      9.88e-04    2.74e-04      8.63e-02    4.12e-02    9.8e-08
  93000      3.69e-02    7.06e-02      1.34e-04    1.19e-03      3.52e-02    6.68e-02    9.8e-08
  93100      1.02e-01    4.30e-02      1.32e-03    2.15e-04      9.66e-02    4.10e-02    9.8e-08
  93200      4.30e-02    2.88e-02      9.96e-04    3.19e-04      4.03e-02    2.74e-02    9.8e-08
  93300      3.89e-02    1.27e-01      1.20e-03    1.51e-03      3.60e-02    1.20e-01    9.8e-08
  93400      6.30e-02    4.09e-02      7.58e-04    2.83e-04      5.98e-02    3.90e-02    9.8e-08
  93500      2.83e-02    1.06e-01      2.39e-04    1.54e-03      2.70e-02    1.00e-01    9.8e-08
  93600      4.23e-02    3.24e-02      3.95e-04    2.97e-04      4.02e-02    3.08e-02    9.8e-08
  93700      5.76e-02    1.05e-01      2.10e-04    3.01e-04      5.50e-02    1.00e-01    9.8e-08
  93800      3.14e-02    3.19e-02      4.33e-04    7.55e-04      2.98e-02    2.99e-02    9.8e-08
  93900      6.33e-02    3.95e-02      9.98e-06    7.03e-04      6.04e-02    3.74e-02    9.8e-08
  94000      6.67e-02    8.24e-02      1.33e-03    8.50e-04      6.28e-02    7.84e-02    9.8e-08
  94100      9.35e-02    4.18e-02      1.57e-04    6.85e-04      8.92e-02    3.96e-02    9.8e-08
  94200      5.84e-02    4.56e-02      2.93e-04    3.47e-04      5.57e-02    4.35e-02    9.8e-08
  94300      4.24e-02    6.42e-02      1.04e-03    8.51e-04      3.97e-02    6.09e-02    9.8e-08
  94400      4.85e-03    9.24e-02      4.99e-04    1.69e-03      2.62e-03    8.72e-02    9.8e-08
  94500      2.19e-02    3.18e-02      4.98e-04    5.33e-04      2.06e-02    3.01e-02    9.8e-08
  94600      1.02e-01    4.28e-02      1.11e-04    1.10e-03      9.73e-02    4.00e-02    9.8e-08
  94700      3.19e-02    3.14e-02      3.75e-04    1.83e-05      3.03e-02    3.00e-02    9.8e-08
  94800      3.67e-02    1.23e-02      1.36e-05    3.42e-04      3.50e-02    1.14e-02    9.8e-08
  94900      7.41e-02    1.01e-01      6.67e-04    8.59e-04      7.06e-02    9.64e-02    9.8e-08
  95000      1.45e-02    3.06e-02      2.61e-04    9.01e-05      1.39e-02    2.97e-02    5.9e-08
  95100      2.71e-02    1.03e-01      2.96e-04    6.19e-04      2.62e-02    1.00e-01    5.9e-08
  95200      2.84e-02    7.55e-03      2.94e-04    1.29e-04      2.75e-02    7.27e-03    5.9e-08
  95300      8.55e-02    9.16e-02      4.90e-05    2.24e-04      8.31e-02    8.90e-02    5.9e-08
  95400      3.33e-02    2.26e-02      4.53e-04    1.20e-05      3.21e-02    2.19e-02    5.9e-08
  95500      5.01e-02    5.14e-02      8.06e-05    4.71e-04      4.87e-02    4.98e-02    5.9e-08
  95600      8.63e-02    5.42e-02      5.90e-04    1.41e-04      8.38e-02    5.26e-02    5.9e-08
  95700      6.00e-02    3.57e-02      1.97e-04    3.64e-04      5.83e-02    3.45e-02    5.9e-08
  95800      6.35e-02    4.16e-02      6.02e-04    4.31e-04      6.16e-02    4.03e-02    5.9e-08
  95900      6.43e-02    6.10e-02      1.37e-04    1.37e-03      6.25e-02    5.83e-02    5.9e-08
  96000      3.27e-02    3.92e-02      4.03e-04    3.42e-04      3.17e-02    3.80e-02    5.9e-08
  96100      6.78e-02    8.15e-02      1.12e-03    6.82e-04      6.54e-02    7.90e-02    5.9e-08
  96200      5.47e-02    2.58e-02      9.97e-04    1.28e-05      5.26e-02    2.51e-02    5.9e-08
  96300      5.11e-02    4.26e-02      9.00e-04    7.69e-04      4.92e-02    4.10e-02    5.9e-08
  96400      3.80e-02    9.46e-02      2.44e-04    1.18e-05      3.69e-02    9.20e-02    5.9e-08
  96500      4.00e-02    4.15e-02      2.44e-04    1.13e-03      3.88e-02    3.94e-02    5.9e-08
  96600      4.67e-02    6.19e-02      8.55e-04    1.23e-03      4.49e-02    5.94e-02    5.9e-08
  96700      2.54e-02    1.01e-01      1.56e-04    6.66e-05      2.46e-02    9.84e-02    5.9e-08
  96800      7.16e-02    1.26e-01      9.80e-05    1.30e-03      6.96e-02    1.22e-01    5.9e-08
  96900      9.08e-02    3.85e-02      5.31e-04    1.02e-03      8.82e-02    3.65e-02    5.9e-08
  97000      7.83e-02    6.30e-02      2.48e-03    9.59e-04      7.36e-02    6.08e-02    5.9e-08
  97100      6.60e-02    1.06e-01      5.11e-04    2.56e-03      6.40e-02    1.01e-01    5.9e-08
  97200      4.42e-02    9.73e-02      5.66e-04    1.36e-03      4.27e-02    9.40e-02    5.9e-08
  97300      2.84e-02    1.44e-02      2.03e-05    2.31e-04      2.76e-02    1.39e-02    5.9e-08
  97400      2.64e-02    7.29e-02      8.72e-04    9.47e-04      2.47e-02    7.05e-02    5.9e-08
  97500      5.89e-02    1.23e-01      8.82e-04    2.57e-03      5.68e-02    1.18e-01    5.9e-08
  97600      9.66e-02    8.18e-02      2.15e-03    4.67e-04      9.24e-02    7.94e-02    5.9e-08
  97700      9.37e-02    4.00e-02      1.30e-03    3.74e-04      9.05e-02    3.88e-02    5.9e-08
  97800      3.88e-02    6.09e-02      1.72e-04    4.20e-04      3.77e-02    5.91e-02    5.9e-08
  97900      3.09e-02    2.63e-02      9.64e-04    5.92e-04      2.90e-02    2.51e-02    5.9e-08
  98000      6.18e-02    4.03e-02      1.25e-04    1.72e-04      6.01e-02    3.92e-02    5.9e-08
  98100      2.50e-02    3.91e-02      1.67e-04    3.67e-04      2.43e-02    3.79e-02    5.9e-08
  98200      6.00e-02    2.85e-02      7.47e-04    2.28e-04      5.80e-02    2.76e-02    5.9e-08
  98300      4.95e-02    6.42e-02      8.57e-04    6.37e-04      4.77e-02    6.22e-02    5.9e-08
  98400      6.05e-02    1.02e-01      5.54e-04    2.54e-03      5.87e-02    9.70e-02    5.9e-08
  98500      1.15e-01    5.78e-02      1.65e-03    1.71e-03      1.11e-01    5.46e-02    5.9e-08
  98600      4.75e-02    6.02e-02      3.44e-04    1.10e-03      4.61e-02    5.78e-02    5.9e-08
  98700      1.15e-01    1.15e-01      2.34e-03    1.21e-03      1.10e-01    1.12e-01    5.9e-08
  98800      1.38e-01    4.86e-02      1.99e-03    4.79e-04      1.33e-01    4.71e-02    5.9e-08
  98900      2.90e-02    4.62e-02      2.20e-04    3.90e-04      2.81e-02    4.48e-02    5.9e-08
  99000      3.47e-02    3.98e-02      7.47e-04    4.72e-04      3.32e-02    3.85e-02    5.9e-08
  99100      2.46e-02    1.02e-01      1.61e-04    5.12e-04      2.39e-02    9.94e-02    5.9e-08
  99200      1.54e-02    8.74e-03      3.67e-04    3.21e-04      1.47e-02    8.12e-03    5.9e-08
  99300      3.05e-02    3.93e-02      4.38e-04    1.86e-04      2.94e-02    3.82e-02    5.9e-08
  99400      6.01e-02    4.25e-02      1.44e-04    4.25e-04      5.84e-02    4.12e-02    5.9e-08
  99500      9.21e-02    7.66e-02      8.05e-04    7.90e-04      8.93e-02    7.42e-02    5.9e-08
  99600      7.77e-02    1.31e-02      5.99e-04    2.55e-04      7.54e-02    1.26e-02    5.9e-08
  99700      1.06e-01    5.18e-02      2.41e-03    7.40e-04      1.01e-01    5.00e-02    5.9e-08
  99800      3.34e-02    2.47e-02      4.78e-04    5.67e-06      3.22e-02    2.40e-02    5.9e-08
  99900      2.47e-02    1.16e-01      4.56e-04    4.03e-03      2.38e-02    1.08e-01    5.9e-08
 100000      1.25e-02    5.14e-02      2.62e-04    2.07e-05      1.21e-02    5.05e-02    3.5e-08
